-4.237804e+04, 5.916387e+04
-5.630591e+04, 6.357563e+04
-4.808987e+04, 5.623834e+04
-4.339233e+04, 4.809684e+04
-6.211803e+04, 6.045654e+04
-3.692772e+04, 3.083919e+04
-2.556896e+04, 5.517853e+04
-3.229356e+04, 3.594485e+04
-3.797948e+04, 3.273866e+04
-5.221780e+04, 2.925294e+04
-3.893010e+04, 4.279612e+04
-2.213092e+04, 4.490911e+04
-3.810345e+04, 3.928234e+04
-2.997844e+04, 3.465366e+04
-3.393901e+04, 3.416125e+04
-3.042670e+04, 2.518521e+04
-2.718067e+04, 2.820251e+04
-3.375057e+04, 3.339062e+04
-4.071136e+04, 2.572742e+04
-3.331237e+04, 3.406725e+04
-2.661270e+04, 4.664554e+04
-2.407180e+04, 2.059132e+04
-3.167812e+04, 2.256237e+04
-2.035629e+04, 2.677940e+04
-2.740131e+04, 2.338126e+04
-2.449240e+04, 2.292650e+04
-2.518057e+04, 1.972584e+04
-2.118801e+04, 1.862395e+04
-3.119314e+04, 1.542962e+04
-2.201838e+04, 1.733511e+04
-1.901995e+04, 2.131722e+04
-2.405959e+04, 1.841937e+04
-2.718095e+04, 2.148973e+04
-1.353287e+04, 2.187561e+04
-1.509196e+04, 2.333830e+04
-1.318618e+04, 2.521605e+04
-1.464334e+04, 1.350753e+04
-2.186393e+04, 1.516523e+04
-2.135827e+04, 1.572501e+04
-1.125623e+04, 1.356426e+04
-2.043913e+04, 1.475741e+04
-1.847856e+04, 6.792236e+03
-1.719636e+04, 1.470115e+04
-1.711504e+04, 2.054752e+04
-2.114047e+04, 6.865024e+03
-5.745720e+03, 1.917009e+04
-2.214728e+04, 1.101197e+04
-2.060304e+04, 1.021497e+04
-1.514667e+04, 1.240500e+04
-1.193370e+04, 1.528594e+04
-1.323832e+04, 1.650896e+04
-6.932912e+03, 1.656812e+04
-1.254230e+04, 1.442714e+04
-1.413575e+04, 8.538000e+03
-6.294714e+03, 1.800788e+04
-1.410823e+04, 8.447882e+03
-1.352064e+04, 1.054930e+04
-1.155853e+04, 1.143429e+04
-6.320723e+03, 1.023994e+04
-8.580431e+03, 5.537697e+03
-5.240762e+03, 1.391487e+04
-6.360431e+03, 9.499576e+03
-9.847331e+03, 8.915766e+03
-8.367184e+03, 7.413903e+03
-6.549615e+03, 1.252989e+04
-4.651470e+03, 1.196975e+04
-7.158932e+03, 7.858812e+03
-5.955315e+03, 6.404560e+03
-9.717187e+03, 6.905037e+03
-9.582495e+03, 6.873504e+03
-6.428781e+03, 1.077574e+04
-8.629493e+03, 7.139523e+03
-7.534231e+03, 6.701574e+03
-4.036366e+03, 1.320168e+04
-4.776101e+03, 8.907477e+03
-9.031307e+03, 4.935320e+03
-7.772646e+03, 5.077817e+03
-1.053854e+04, 5.723855e+03
-5.779490e+03, 5.413764e+03
-7.068266e+03, 5.212784e+03
-7.842485e+03, 5.739805e+03
-4.389632e+03, 4.922341e+03
-6.664708e+03, 5.042170e+03
-3.493832e+03, 6.977486e+03
-4.910555e+03, 5.645277e+03
-7.610130e+03, 4.675938e+03
-5.234428e+03, 3.715115e+03
-7.699057e+03, 2.524174e+03
-3.487812e+03, 6.251808e+03
-5.498210e+03, 2.674533e+03
-4.175586e+03, 4.806983e+03
-4.205761e+03, 8.558687e+03
-6.108701e+03, 3.219970e+03
-4.772916e+03, 4.651343e+03
-3.933878e+03, 4.068546e+03
-6.939774e+03, 2.890881e+03
-5.688568e+03, 4.231174e+03
-3.177582e+03, 4.486194e+03
-5.546712e+03, 2.983030e+03
-6.605524e+03, 3.300250e+03
-6.292258e+03, 4.275363e+03
-3.913939e+03, 2.816956e+03
-4.858934e+03, 1.987218e+03
-3.472898e+03, 2.976239e+03
-5.564198e+03, 2.824280e+03
-2.975972e+03, 2.652628e+03
-2.434452e+03, 5.277369e+03
-3.411472e+03, 4.974328e+03
-1.901339e+03, 2.822232e+03
-3.690994e+03, 3.391973e+03
-2.932786e+03, 1.406383e+03
-4.480078e+03, 2.180531e+03
-3.748014e+03, 3.441836e+03
-3.706297e+03, 1.735223e+03
-2.444101e+03, 3.141477e+03
-4.215292e+03, 2.204692e+03
-1.922439e+03, 1.782675e+03
-3.605695e+03, 4.086050e+03
-3.203910e+03, 2.122235e+03
-5.549285e+03, 1.514688e+03
-2.933102e+03, 1.992012e+03
-2.661682e+03, 2.196671e+03
-2.616928e+03, 3.159686e+03
-2.478141e+03, 3.253949e+03
-3.176030e+03, 2.038600e+03
-8.815056e+02, 2.598107e+03
-2.165040e+03, 1.712440e+03
-1.241091e+03, 3.373552e+03
-9.725130e+02, 3.059398e+03
-1.998500e+03, 1.647148e+03
-1.788872e+03, 2.306639e+03
-2.585802e+03, 1.139082e+03
-1.125414e+03, 3.792562e+03
-1.926268e+03, 9.246801e+02
-1.620489e+03, 1.720294e+03
-1.735655e+03, 1.394843e+03
-1.499027e+03, 2.194957e+03
-2.013457e+03, 1.507150e+03
-1.995038e+03, 1.605418e+03
-2.508249e+03, 9.130555e+02
-8.969903e+02, 1.630914e+03
-1.417697e+03, 2.096759e+03
-1.712226e+03, 1.234966e+03
-9.604536e+02, 1.626528e+03
-1.058568e+03, 1.326063e+03
-1.274586e+03, 1.378626e+03
-7.157290e+02, 1.942108e+03
-1.109091e+01, 4.419870e+00
-4.406272e+00, 6.409584e+00
-4.266184e+00, 5.278387e+00
-2.134412e+00, 3.218778e+00
-1.172179e+00, 1.374812e+00
-1.684166e+00, 1.307314e+00
-1.508012e+00, 1.074006e+00
-2.180264e+00, 1.276029e+00
-8.808930e-01, 9.027684e-01
-1.622545e+00, 1.093797e+00
-1.305346e+00, 1.743324e+00
-1.813152e+00, 1.106232e+00
-1.326365e+00, 9.864412e-01
-4.054464e-01, 4.279987e-01
-8.051329e-01, 9.494767e-01
-4.374451e-01, 7.071509e-01
-3.645524e-01, 4.208747e-01
-6.260112e-01, 4.661824e-01
-4.774313e-01, 4.032106e-01
-9.275216e-01, 5.996202e-01
-6.791532e-01, 6.432627e-01
-6.168646e-01, 5.039392e-01
-5.075507e-01, 4.716599e-01
-9.075696e-01, 4.072536e-01
-1.199579e+00, 7.775536e-01
-2.443874e-01, 4.176889e-01
-5.173197e-01, 4.664719e-01
-4.644683e-01, 3.389182e-01
-2.936499e-01, 4.333854e-01
